,file,geneID,uni_gal,gene,gene_galGal,finalgene
4403,aquChr_transcript:ENSACCT00020017178_R0,GEMOMA_00009239-RA,F1NH26,XPNPEP3,XPNPEP3,XPNPEP3
4404,aquChr_transcript:ENSACCT00020017179_R0,GEMOMA_00004600-RA,Q5ZIM2,BLOC1S6,BLOC1S6,BLOC1S6
4405,aquChr_transcript:ENSACCT00020017181_R9,GEMOMA_00013767-RA,NA,NA,NA,NA
4406,aquChr_transcript:ENSACCT00020017183_R0,GEMOMA_00003830-RA,F1N9P9,KRR1,KRR1,KRR1
4407,aquChr_transcript:ENSACCT00020017188_R0,GEMOMA_00002165-RA,E1C926,CLDN10,CLDN10,CLDN10
4408,aquChr_transcript:ENSACCT00020017189_R0,GEMOMA_00011160-RA,A0A1D5PW83,EDA2R,EDA2R,EDA2R
4409,aquChr_transcript:ENSACCT00020017197_R0,GEMOMA_00004601-RA,A0A1D5P3J7,SQOR,NA,SQOR
4410,aquChr_transcript:ENSACCT00020017201_R0,GEMOMA_00009735-RA,E1C0W9,ABCB7,ABCB7,ABCB7
4411,aquChr_transcript:ENSACCT00020017202_R0,GEMOMA_00008549-RA,E1C6I5,PTPDC1,PTPDC1,PTPDC1
4412,aquChr_transcript:ENSACCT00020017203_R0,GEMOMA_00009240-RA,F1NH21,ST13,ST13P5,ST13
4413,aquChr_transcript:ENSACCT00020017204_R0,GEMOMA_00003829-RA,F1N9U6,GLIPR1,GLIPR1L,GLIPR1
4414,aquChr_transcript:ENSACCT00020017223_R0,GEMOMA_00014396-RA,A0A3Q2UB88,IL21R,IL21R,IL21R
4415,aquChr_transcript:ENSACCT00020017244_R0,GEMOMA_00008490-RA,A0A1D5PDU2,RAD54L2,RAD54L2,RAD54L2
4416,aquChr_transcript:ENSACCT00020017245_R1,GEMOMA_00004928-RA,NA,NA,NA,NA
4417,aquChr_transcript:ENSACCT00020017250_R0,GEMOMA_00014394-RA,E1BWX7,NSMCE1,NSMCE1,NSMCE1
4418,aquChr_transcript:ENSACCT00020017254_R0,GEMOMA_00005037-RA,A0A3Q3ALQ8,NA,NMRK1,NMRK1
4419,aquChr_transcript:ENSACCT00020017258_R0,GEMOMA_00011161-RA,A0A1D5P088,AR,AR,AR
4420,aquChr_transcript:ENSACCT00020017261_R0,GEMOMA_00006439-RA,A0A3Q2U853,NAP1L4,NAP1L4,NAP1L4
4421,aquChr_transcript:ENSACCT00020017266_R0,GEMOMA_00003826-RA,A0A3Q2UPR7,NA,CCDC107,CCDC107
4422,aquChr_transcript:ENSACCT00020017267_R0,GEMOMA_00004603-RA,A0A3Q2U818,CDC42SE2-B,LOC100859848,CDC42SE2-B
4423,aquChr_transcript:ENSACCT00020017269_R0,GEMOMA_00006452-RA,F1NVZ3,MRPL23,MRPL23,MRPL23
4424,aquChr_transcript:ENSACCT00020017272_R0,GEMOMA_00009733-RA,F1NRC6,RLIM,RLIM,RLIM
4425,aquChr_transcript:ENSACCT00020017281_R0,GEMOMA_00014393-RA,F1NW34,KDM8,KDM8,KDM8
4426,aquChr_transcript:ENSACCT00020017288_R0,GEMOMA_00011162-RA,A0A1D5NYY0,OPHN1,OPHN1,OPHN1
4427,aquChr_transcript:ENSACCT00020017289_R0,GEMOMA_00009242-RA,E1BSL3,MRTFA,MKL1,MRTFA
4428,aquChr_transcript:ENSACCT00020017292_R0,GEMOMA_00009732-RA,E1C3S1,SLC16A2,SLC16A2,SLC16A2
4429,aquChr_transcript:ENSACCT00020017293_R0,GEMOMA_00007349-RA,A0A1D5PXN7,PDXDC1,PDXDC1,PDXDC1
4430,aquChr_transcript:ENSACCT00020017295_R0,GEMOMA_00005351-RA,F1NVF5,BAP1,BAP1,BAP1
4431,aquChr_transcript:ENSACCT00020017297_R0,GEMOMA_00006450-RA,P67970,INS,INS,INS
4432,aquChr_transcript:ENSACCT00020017310_R0,GEMOMA_00005108-RA,NA,MFSD14B,NA,MFSD14B
4433,aquChr_transcript:ENSACCT00020017313_R0,GEMOMA_00011163-RA,A0A1D5PFA8,YIPF6,YIPF6,YIPF6
4434,aquChr_transcript:ENSACCT00020017325_R0,GEMOMA_00008489-RA,A0A1D5PJD5,DCAF1,DCAF1,DCAF1
4435,aquChr_transcript:ENSACCT00020017336_R0,GEMOMA_00001206-RA,E1BWY1,LRATD1,FAM84A,LRATD1
4436,aquChr_transcript:ENSACCT00020017338_R0,GEMOMA_00011086-RA,F1NZC2,AP3M1,AP3M1,AP3M1
4437,aquChr_transcript:ENSACCT00020017341_R0,GEMOMA_00007350-RA,A0A1L1RL93,NTAN1,NTAN1,NTAN1
4438,aquChr_transcript:ENSACCT00020017345_R0,GEMOMA_00009244-RA,E1BR00,ADSL,ADSL,ADSL
4439,aquChr_transcript:ENSACCT00020017348_R0,GEMOMA_00006438-RA,Q5F408,CARS1,CARS1,CARS1
4440,aquChr_transcript:ENSACCT00020017350_R0,GEMOMA_00004604-RA,A0A1D5PMK3,SPPL2A,SPPL2A,SPPL2A
4441,aquChr_transcript:ENSACCT00020017360_R0,GEMOMA_00005435-RA,A0A1D5PKJ0,TMEM250,C9orf69,TMEM250
4442,aquChr_transcript:ENSACCT00020017363_R0,GEMOMA_00009729-RA,NA,NA,NA,NA
4443,aquChr_transcript:ENSACCT00020017366_R0,GEMOMA_00011164-RA,A0A1D5NT34,STARD8,NA,STARD8
4444,aquChr_transcript:ENSACCT00020017367_R0,GEMOMA_00014390-RA,F1NW62,SCNN1G,SCNN1G,SCNN1G
4445,aquChr_transcript:ENSACCT00020017375_R0,GEMOMA_00009728-RA,A0A1L1RKZ0,ZGC:110179,RASL11AL,ZGC:110179
4446,aquChr_transcript:ENSACCT00020017381_R0,GEMOMA_00005434-RA,Q5ZI70,NACC2,NACC2,NACC2
4447,aquChr_transcript:ENSACCT00020017383_R0,GEMOMA_00007351-RA,A0A1D5PZE0,RRN3,RRN3,RRN3
4448,aquChr_transcript:ENSACCT00020017384_R0,GEMOMA_00006437-RA,F1P1H0,TNFRSF26,LOC378902,TNFRSF26
4449,aquChr_transcript:ENSACCT00020017390_R0,GEMOMA_00009727-RA,F1NU52,NA,LOC422320,LOC422320
4450,aquChr_transcript:ENSACCT00020017397_R0,GEMOMA_00005035-RA,F1P1P4,PIP5K1B,PIP5K1B,PIP5K1B
4451,aquChr_transcript:ENSACCT00020017398_R0,GEMOMA_00005348-RA,A0A3Q3AAB6,ABHD14A,ABHD14A,ABHD14A
4452,aquChr_transcript:ENSACCT00020017403_R0,GEMOMA_00005433-RA,Q5ZJI9,UBAC1,UBAC1,UBAC1
4453,aquChr_transcript:ENSACCT00020017409_R0,GEMOMA_00006436-RA,E1BSC6,OSBPL5,OSBPL5,OSBPL5
4454,aquChr_transcript:ENSACCT00020017410_R0,GEMOMA_00005347-RA,A0A1D5PVX9,ABHD14B,LOC107056877,ABHD14B
4455,aquChr_transcript:ENSACCT00020017412_R0,GEMOMA_00009726-RA,NA,NA,NA,NA
4456,aquChr_transcript:ENSACCT00020017415_R0,GEMOMA_00003824-RA,Q6PKI7,TPH2,TPH2,TPH2
4457,aquChr_transcript:ENSACCT00020017419_R0,GEMOMA_00009566-RA,A0A1D5P5C9,SLC1A7,SLC1A7,SLC1A7
4458,aquChr_transcript:ENSACCT00020017426_R0,GEMOMA_00005346-RA,R4GF92,PCBP4,PCBP4,PCBP4
4459,aquChr_transcript:ENSACCT00020017428_R0,GEMOMA_00011088-RA,E1BS85,KAT6B,KAT6B,KAT6B
4460,aquChr_transcript:ENSACCT00020017441_R0,GEMOMA_00012575-RA,Q5ZK82,MPPE1,MPPE1,MPPE1
4461,aquChr_transcript:ENSACCT00020017443_R0,GEMOMA_00003677-RA,A0A1D5NX84,TRABD,TRABD,TRABD
4462,aquChr_transcript:ENSACCT00020017445_R0,GEMOMA_00009724-RA,Q90Z54,CDX4,CDXB,CDX4
4463,aquChr_transcript:ENSACCT00020017450_R0,GEMOMA_00005345-RA,A0A1D5PVK2,NA,GPR62,GPR62
4464,aquChr_transcript:ENSACCT00020017459_R0,GEMOMA_00010582-RA,F1NIX6,SNX19,SNX19,SNX19
4465,aquChr_transcript:ENSACCT00020017461_R0,GEMOMA_00007133-RA,A0A1L1RP52,F2RL3,F2RL3,F2RL3
4466,aquChr_transcript:ENSACCT00020017464_R0,GEMOMA_00009723-RA,F1NHF8,NA,HOXCDX1L,HOXCDX1L
4467,aquChr_transcript:ENSACCT00020017472_R0,GEMOMA_00012573-RA,F1P0Q6,IMPA2,IMPA2,IMPA2
4468,aquChr_transcript:ENSACCT00020017478_R0,GEMOMA_00005033-RA,A0A1D5P943,TJP2,TJP2,TJP2
4469,aquChr_transcript:ENSACCT00020017483_R0,GEMOMA_00003373-RA,F1NB64,ACAA1A,ACAA1,ACAA1A
4470,aquChr_transcript:ENSACCT00020017484_R0,GEMOMA_00012354-RA,F1NH59,HDAC3,HDAC3,HDAC3
4471,aquChr_transcript:ENSACCT00020017485_R0,GEMOMA_00007355-RA,NA,TNFRSF17,NA,TNFRSF17
4472,aquChr_transcript:ENSACCT00020017486_R0,GEMOMA_00000432-RA,Q5F381,EPCAM,EPCAM,EPCAM
4473,aquChr_transcript:ENSACCT00020017487_R0,GEMOMA_00010151-RA,F1NLV4,GNB1,GNB1,GNB1
4474,aquChr_transcript:ENSACCT00020017489_R0,GEMOMA_00008903-RA,F1N9P3,NA,LOC107050394,LOC107050394
4475,aquChr_transcript:ENSACCT00020017492_R0,GEMOMA_00005928-RA,E1BVM0,TMEM199,TMEM199,TMEM199
4476,aquChr_transcript:ENSACCT00020017493_R0,GEMOMA_00011343-RA,A0A1D5NXK7,PFDN5,PFDN5,PFDN5
4477,aquChr_transcript:ENSACCT00020017501_R0,GEMOMA_00003822-RA,A0A1D5PAB6,TMEM19,TMEM19,TMEM19
4478,aquChr_transcript:ENSACCT00020017510_R0,GEMOMA_00003679-RA,A0A1D5PLD8,TUBGCP6,TUBGCP6,TUBGCP6
4479,aquChr_transcript:ENSACCT00020017521_R0,GEMOMA_00012571-RA,P09653,NA,NA,NA
4480,aquChr_transcript:ENSACCT00020017522_R0,GEMOMA_00011308-RA,F1NZA1,TTLL12,TTLL12,TTLL12
4481,aquChr_transcript:ENSACCT00020017523_R0,GEMOMA_00011092-RA,A0A1D5PZA0,DUSP13,LOC100857573,DUSP13
4482,aquChr_transcript:ENSACCT00020017524_R0,GEMOMA_00011972-RA,F1P1N3,WRNIP1,WRNIP1,WRNIP1
4483,aquChr_transcript:ENSACCT00020017533_R0,GEMOMA_00015411-RA,A0A1D5PWU2,SGCA,SGCA,SGCA
4484,aquChr_transcript:ENSACCT00020017535_R0,GEMOMA_00011093-RA,F1NI82,SAMD8,SAMD8,SAMD8
4485,aquChr_transcript:ENSACCT00020017537_R0,GEMOMA_00010451-RA,A0A3Q2U9S0,GID4,GID4,GID4
4486,aquChr_transcript:ENSACCT00020017538_R0,GEMOMA_00010150-RA,A0A1D5PVT8,NADK,NADK,NADK
4487,aquChr_transcript:ENSACCT00020017541_R0,GEMOMA_00000893-RA,A0A1D5NXZ7,SLC4A10,SLC4A10,SLC4A10
4488,aquChr_transcript:ENSACCT00020017541_R2,GEMOMA_00013318-RA,A0A1D5PBM1,NA,SLC4A8,SLC4A8
4489,aquChr_transcript:ENSACCT00020017544_R0,GEMOMA_00011307-RA,A0A3Q2U212,TSPO,TSPO,TSPO
4490,aquChr_transcript:ENSACCT00020017545_R8,GEMOMA_00016179-RA,NA,NA,NA,NA
4491,aquChr_transcript:ENSACCT00020017546_R0,GEMOMA_00005032-RA,A0A3S5ZPG4,NA,IFNKL1,IFNKL1
4492,aquChr_transcript:ENSACCT00020017548_R0,GEMOMA_00007294-RA,E1BXT9,UQCR11,UQCR11,UQCR11
4493,aquChr_transcript:ENSACCT00020017551_R0,GEMOMA_00006434-RA,F1P3K6,PTPN5,PTPN5,PTPN5
4494,aquChr_transcript:ENSACCT00020017552_R0,GEMOMA_00011094-RA,F6T197,VDAC2,VDAC2,VDAC2
4495,aquChr_transcript:ENSACCT00020017560_R0,GEMOMA_00010452-RA,E1BUZ7,ATPAF2,ATPAF2,ATPAF2
4496,aquChr_transcript:ENSACCT00020017565_R0,GEMOMA_00002248-RA,E1BXC5,ZC3H13,ZC3H13,ZC3H13
4497,aquChr_transcript:ENSACCT00020017572_R0,GEMOMA_00004608-RA,F1NXL3,GABPB1,GABPB1,GABPB1
4498,aquChr_transcript:ENSACCT00020017576_R0,GEMOMA_00011095-RA,F1NI85,COMTD1,COMTD1,COMTD1
4499,aquChr_transcript:ENSACCT00020017578_R0,GEMOMA_00012569-RA,F1NZB8,PRELID3A,PRELID3A,PRELID3A
4500,aquChr_transcript:ENSACCT00020017579_R0,GEMOMA_00003681-RA,F1NLQ7,NA,LOC417741,LOC417741
4501,aquChr_transcript:ENSACCT00020017583_R0,GEMOMA_00007295-RA,A0A1D5PBX2,MBD3,MBD3,MBD3
4502,aquChr_transcript:ENSACCT00020017584_R0,GEMOMA_00005031-RA,R4GIV6,HACD4,HACD4,HACD4
4503,aquChr_transcript:ENSACCT00020017586_R0,GEMOMA_00006433-RA,A0A3Q2U4R3,TMEM86A,TMEM86A,TMEM86A
4504,aquChr_transcript:ENSACCT00020017587_R0,GEMOMA_00010267-RA,Q9PSX7,RHOC,RHOC,RHOC
4505,aquChr_transcript:ENSACCT00020017589_R0,GEMOMA_00011305-RA,E1C005,NA,BIK,BIK
4506,aquChr_transcript:ENSACCT00020017591_R0,GEMOMA_00011480-RA,NA,NA,NA,NA
4507,aquChr_transcript:ENSACCT00020017593_R0,GEMOMA_00000434-RA,E1BW99,TRMT61B,TRMT61B,TRMT61B
4508,aquChr_transcript:ENSACCT00020017605_R0,GEMOMA_00012620-RA,A0A3Q3B066,DNAJC22,DNAJC22,DNAJC22
4509,aquChr_transcript:ENSACCT00020017606_R0,GEMOMA_00006432-RA,E1BUG7,SPTY2D1,SPTY2D1,SPTY2D1
4510,aquChr_transcript:ENSACCT00020017626_R0,GEMOMA_00003682-RA,F1NLU9,MAPK12,MAPK12,MAPK12
4511,aquChr_transcript:ENSACCT00020017628_R0,GEMOMA_00011170-RA,A0A3Q3ALP4,IGBP1,IGBP1,IGBP1
4512,aquChr_transcript:ENSACCT00020017630_R0,GEMOMA_00000435-RA,A0A1D5P6N1,WDR43,WDR43,WDR43
4513,aquChr_transcript:ENSACCT00020017631_R0,GEMOMA_00011479-RA,A0A3Q2U505,STARD4,STARD4,STARD4
4514,aquChr_transcript:ENSACCT00020017635_R0,GEMOMA_00005536-RA,Q5ZKK5,ODF2,ODF2,ODF2
4515,aquChr_transcript:ENSACCT00020017642_R0,GEMOMA_00006712-RA,F1NE09,CYFIP2,CYFIP2,CYFIP2
4516,aquChr_transcript:ENSACCT00020017644_R0,GEMOMA_00005341-RA,A0A1D5NXK9,SEMA3F,SEMA3F,SEMA3F
4517,aquChr_transcript:ENSACCT00020017649_R0,GEMOMA_00001212-RA,E1C979,E2F6,E2F6,E2F6
4518,aquChr_transcript:ENSACCT00020017652_R0,GEMOMA_00000123-RA,A0A1D5P000,HEATR1,NA,HEATR1
4519,aquChr_transcript:ENSACCT00020017655_R0,GEMOMA_00002249-RA,F1NXB6,CPB2,CPB2,CPB2
4520,aquChr_transcript:ENSACCT00020017660_R0,GEMOMA_00011171-RA,A0A3Q2TUA9,DGAT2,AWAT1,DGAT2
4521,aquChr_transcript:ENSACCT00020017661_R0,GEMOMA_00010147-RA,A0A1D5NZU4,CDK11B,CDC2L1,CDK11B
4522,aquChr_transcript:ENSACCT00020017663_R0,GEMOMA_00006620-RA,F1P0S1,SLC26A2,LOC416147,SLC26A2
4523,aquChr_transcript:ENSACCT00020017666_R0,GEMOMA_00014388-RA,E1BZM5,COG7,COG7,COG7
4524,aquChr_transcript:ENSACCT00020017670_R0,GEMOMA_00015481-RA,P62801,H4-I,H4-I,H4-I
4525,aquChr_transcript:ENSACCT00020017670_R1,GEMOMA_00009179-RA,P62801,H4-I,H4-I,H4-I
4526,aquChr_transcript:ENSACCT00020017670_R2,GEMOMA_00009176-RA,P62801,H4-I,H4-I,H4-I
4527,aquChr_transcript:ENSACCT00020017673_R0,GEMOMA_00010269-RA,P13127,CAPZA1,CAPZA1,CAPZA1
4528,aquChr_transcript:ENSACCT00020017674_R0,GEMOMA_00014489-RA,B0FMV4,LPAR1,LPAR1,LPAR1
4529,aquChr_transcript:ENSACCT00020017676_R0,GEMOMA_00007135-RA,F1NMI9,TMEM38A,TMEM38A,TMEM38A
4530,aquChr_transcript:ENSACCT00020017679_R0,GEMOMA_00012568-RA,E1BZ70,CEP76,CEP76,CEP76
4531,aquChr_transcript:ENSACCT00020017682_R0,GEMOMA_00007375-RA,E1C109,TEKT5,TEKT5,TEKT5
4532,aquChr_transcript:ENSACCT00020017684_R5,GEMOMA_00013819-RA,NA,NA,NA,NA
4533,aquChr_transcript:ENSACCT00020017689_R0,GEMOMA_00011172-RA,F1NVI2,P2RY4,P2RY4,P2RY4
4534,aquChr_transcript:ENSACCT00020017690_R0,GEMOMA_00009174-RA,P0C1H3,H2B-I,H2B-I,H2B-I
4535,aquChr_transcript:ENSACCT00020017690_R1,GEMOMA_00009185-RA,P0C1H3,H2B-I,H2B-I,H2B-I
4536,aquChr_transcript:ENSACCT00020017690_R2,GEMOMA_00009183-RA,P0C1H3,H2B-I,H2B-I,H2B-I
4537,aquChr_transcript:ENSACCT00020017690_R3,GEMOMA_00009168-RA,P0C1H3,H2B-I,H2B-I,H2B-I
4538,aquChr_transcript:ENSACCT00020017690_R7,GEMOMA_00009186-RA,NA,NA,NA,NA
4539,aquChr_transcript:ENSACCT00020017693_R0,GEMOMA_00012359-RA,E1C2Q5,ARAP3,ARAP3,ARAP3
4540,aquChr_transcript:ENSACCT00020017695_R0,GEMOMA_00005535-RA,E1BT81,GLE1,GLE1,GLE1
4541,aquChr_transcript:ENSACCT00020017698_R0,GEMOMA_00005030-RA,E1C9A8,FOCAD,FOCAD,FOCAD
4542,aquChr_transcript:ENSACCT00020017710_R0,GEMOMA_00002084-RA,E1BV10,CHAMP1,NA,CHAMP1
4543,aquChr_transcript:ENSACCT00020017714_R0,GEMOMA_00014487-RA,NA,TMEM215,NA,TMEM215
4544,aquChr_transcript:ENSACCT00020017718_R0,GEMOMA_00007376-RA,A0A3Q2TX99,EMP2,EMP2,EMP2
4545,aquChr_transcript:ENSACCT00020017719_R0,GEMOMA_00015951-RA,NA,NA,NA,NA
4546,aquChr_transcript:ENSACCT00020017725_R1,GEMOMA_00009167-RA,P09987,NA,NA,NA
4547,aquChr_transcript:ENSACCT00020017728_R0,GEMOMA_00002250-RA,A0A3Q2U676,LCP1,LCP1,LCP1
4548,aquChr_transcript:ENSACCT00020017729_R0,GEMOMA_00012567-RA,E1BZ56,PSMG2,PSMG2,PSMG2
4549,aquChr_transcript:ENSACCT00020017733_R0,GEMOMA_00011973-RA,A0A3Q2TYD3,MYLK4,MYLK4,MYLK4
4550,aquChr_transcript:ENSACCT00020017739_R0,GEMOMA_00005925-RA,E1C7A7,VTN,VTN,VTN
4551,aquChr_transcript:ENSACCT00020017742_R0,GEMOMA_00009166-RA,NA,NA,NA,NA
4552,aquChr_transcript:ENSACCT00020017744_R0,GEMOMA_00014387-RA,E1C0Y8,GGA2,GGA2,GGA2
4553,aquChr_transcript:ENSACCT00020017755_R0,GEMOMA_00000686-RA,F1NE33,FTCD,FTCD,FTCD
4554,aquChr_transcript:ENSACCT00020017756_R0,GEMOMA_00000895-RA,E1C6N0,PSMD14,PSMD14,PSMD14
4555,aquChr_transcript:ENSACCT00020017773_R0,GEMOMA_00010146-RA,E1BX58,MMP23,MMP23A,MMP23
4556,aquChr_transcript:ENSACCT00020017776_R0,GEMOMA_00006622-RA,A0A1L1RKR8,NA,NA,NA
4557,aquChr_transcript:ENSACCT00020017784_R0,GEMOMA_00011302-RA,A0A1D5PW58,ARFGAP3,ARFGAP3,ARFGAP3
4558,aquChr_transcript:ENSACCT00020017785_R0,GEMOMA_00003371-RA,E1C3D8,PLCD1,PLCD1,PLCD1
4559,aquChr_transcript:ENSACCT00020017786_R0,GEMOMA_00012073-RA,A0A3Q2TYQ3,HSBP1L1,HSBP1L1,HSBP1L1
4560,aquChr_transcript:ENSACCT00020017788_R0,GEMOMA_00006714-RA,NA,ITK,NA,ITK
4561,aquChr_transcript:ENSACCT00020017791_R0,GEMOMA_00005924-RA,E1C797,SARM1,NA,SARM1
4562,aquChr_transcript:ENSACCT00020017802_R0,GEMOMA_00000896-RA,A0A3Q3AI45,TANK,TANK,TANK
4563,aquChr_transcript:ENSACCT00020017804_R0,GEMOMA_00010271-RA,A0A1D5NX70,WNT2B,WNT2B,WNT2B
4564,aquChr_transcript:ENSACCT00020017805_R0,GEMOMA_00016223-RA,NA,TUSC1,NA,TUSC1
4565,aquChr_transcript:ENSACCT00020017809_R0,GEMOMA_00005029-RA,F1NQ29,MLLT3,MLLT3,MLLT3
4566,aquChr_transcript:ENSACCT00020017810_R0,GEMOMA_00007996-RA,A0A1D5NVE9,MPP2,MPP2,MPP2
4567,aquChr_transcript:ENSACCT00020017812_R0,GEMOMA_00006715-RA,E1C6N9,MED7,MED7,MED7
4568,aquChr_transcript:ENSACCT00020017817_R0,GEMOMA_00005923-RA,F1NJ67,SLC46A1,SLC46A1,SLC46A1
4569,aquChr_transcript:ENSACCT00020017823_R0,GEMOMA_00009164-RA,E1BSH5,SMCO3,SMCO3,SMCO3
4570,aquChr_transcript:ENSACCT00020017824_R0,GEMOMA_00010808-RA,Q58IU6,IL21,IL21,IL21
4571,aquChr_transcript:ENSACCT00020017825_R0,GEMOMA_00014386-RA,Q5ZJ66,EARS2,EARS2,EARS2
4572,aquChr_transcript:ENSACCT00020017827_R0,GEMOMA_00003685-RA,A0A1D5PFE6,ZNF800,ZNF800,ZNF800
4573,aquChr_transcript:ENSACCT00020017829_R0,GEMOMA_00012072-RA,A0A1D5PKW8,TXNL4A,TXNL4A,TXNL4A
4574,aquChr_transcript:ENSACCT00020017832_R0,GEMOMA_00006430-RA,E1BWW2,TSG101,TSG101,TSG101
4575,aquChr_transcript:ENSACCT00020017833_R0,GEMOMA_00011477-RA,F1NKR5,WDR36,WDR36,WDR36
4576,aquChr_transcript:ENSACCT00020017838_R0,GEMOMA_00009162-RA,F1NPK1,ART4,ART4,ART4
4577,aquChr_transcript:ENSACCT00020017842_R0,GEMOMA_00007359-RA,A0A1D5P8I5,MRTFB,NA,MRTFB
4578,aquChr_transcript:ENSACCT00020017844_R0,GEMOMA_00004611-RA,F1NXN3,GATM,GATM,GATM
4579,aquChr_transcript:ENSACCT00020017845_R0,GEMOMA_00010272-RA,R4GHM1,CTTNBP2NL,CTTNBP2NL,CTTNBP2NL
4580,aquChr_transcript:ENSACCT00020017851_R0,GEMOMA_00006716-RA,A0A1D5PPR4,HAVCR1,HAVCR1,HAVCR1
4581,aquChr_transcript:ENSACCT00020017854_R0,GEMOMA_00004838-RA,E1BSD0,CAAP1,CAAP1,CAAP1
4582,aquChr_transcript:ENSACCT00020017866_R0,GEMOMA_00000368-RA,A0A3Q2U9F6,CLIP4,CLIP4,CLIP4
4583,aquChr_transcript:ENSACCT00020017890_R0,GEMOMA_00011476-RA,Q5ZIG3,SLC25A46,SLC25A46,SLC25A46
4584,aquChr_transcript:ENSACCT00020017891_R0,GEMOMA_00004839-RA,A0A1L1RWJ7,PLAA,PLAA,PLAA
4585,aquChr_transcript:ENSACCT00020017899_R0,GEMOMA_00006624-RA,NA,ARHGEF37,NA,ARHGEF37
4586,aquChr_transcript:ENSACCT00020017904_R0,GEMOMA_00003221-RA,P28673,NPY,NPY,NPY
4587,aquChr_transcript:ENSACCT00020017910_R0,GEMOMA_00003687-RA,F1NFN1,POT1,POT1,POT1
4588,aquChr_transcript:ENSACCT00020017912_R0,GEMOMA_00015061-RA,NA,TMEM132A,NA,TMEM132A
4589,aquChr_transcript:ENSACCT00020017912_R1,GEMOMA_00015080-RA,NA,TMEM132A,NA,TMEM132A
4590,aquChr_transcript:ENSACCT00020017912_R2,GEMOMA_00015076-RA,NA,NA,NA,NA
4591,aquChr_transcript:ENSACCT00020017912_R3,GEMOMA_00015089-RA,NA,NA,NA,NA
4592,aquChr_transcript:ENSACCT00020017913_R0,GEMOMA_00010144-RA,E1BU50,NA,LOC419409,LOC419409
4593,aquChr_transcript:ENSACCT00020017915_R0,GEMOMA_00010274-RA,F1P5C0,DDX20,DDX20,DDX20
4594,aquChr_transcript:ENSACCT00020017916_R0,GEMOMA_00006717-RA,A0A1L1RJJ0,TIMD4,TIMD4,TIMD4
4595,aquChr_transcript:ENSACCT00020017926_R0,GEMOMA_00007820-RA,A0A1D5PDS8,TMEM101,TMEM101,TMEM101
4596,aquChr_transcript:ENSACCT00020017927_R0,GEMOMA_00000897-RA,A0A3Q2TWL1,RBMS1,RBMS1,RBMS1
4597,aquChr_transcript:ENSACCT00020017947_R0,GEMOMA_00013638-RA,F1NZ83,RUSC2,RUSC2,RUSC2
4598,aquChr_transcript:ENSACCT00020017965_R0,GEMOMA_00004612-RA,A0A1D5P6A0,PDE8A,PDE8A,PDE8A
4599,aquChr_transcript:ENSACCT00020017968_R0,GEMOMA_00004840-RA,F1NGP3,IFT74,IFT74,IFT74
4600,aquChr_transcript:ENSACCT00020017969_R0,GEMOMA_00009158-RA,F1NLT8,ARHGDIB,ARHGDIB,ARHGDIB
4601,aquChr_transcript:ENSACCT00020017970_R0,GEMOMA_00003286-RA,E1BYY6,LRRC3B,LRRC3B,LRRC3B
4602,aquChr_transcript:ENSACCT00020017973_R0,GEMOMA_00010143-RA,Q5ZJQ7,SSU72,SSU72,SSU72
4603,aquChr_transcript:ENSACCT00020017974_R0,GEMOMA_00001214-RA,E1C978,SLC66A3,PQLC3,SLC66A3
4604,aquChr_transcript:ENSACCT00020017976_R0,GEMOMA_00005611-RA,NA,NOP10,NA,NOP10
4605,aquChr_transcript:ENSACCT00020017976_R1,GEMOMA_00014625-RA,NA,NOP10,NA,NOP10
4606,aquChr_transcript:ENSACCT00020017977_R0,GEMOMA_00005026-RA,F7BYQ2,RPS6,RPS6,RPS6
4607,aquChr_transcript:ENSACCT00020017985_R0,GEMOMA_00010352-RA,F1NJV2,OPTC,OPTC,OPTC
4608,aquChr_transcript:ENSACCT00020017986_R0,GEMOMA_00010579-RA,E1BQ46,ZBTB44,ZBTB44,ZBTB44
4609,aquChr_transcript:ENSACCT00020017987_R0,GEMOMA_00016433-RA,A0A3Q2TSR2,HSPB3,HSPB3,HSPB3
4610,aquChr_transcript:ENSACCT00020017987_R1,GEMOMA_00016424-RA,A0A3Q2TSR2,HSPB3,HSPB3,HSPB3
4611,aquChr_transcript:ENSACCT00020017988_R0,GEMOMA_00010275-RA,E1BU53,INKA2,FAM212B,INKA2
4612,aquChr_transcript:ENSACCT00020017990_R0,GEMOMA_00006427-RA,A0A1D5PX82,HPS5,HPS5,HPS5
4613,aquChr_transcript:ENSACCT00020017998_R0,GEMOMA_00002253-RA,E1BXC2,ESD,ESD,ESD
4614,aquChr_transcript:ENSACCT00020018001_R0,GEMOMA_00010142-RA,A0A1D5P6B9,TMEM240,TMEM240,TMEM240
4615,aquChr_transcript:ENSACCT00020018003_R0,GEMOMA_00007360-RA,F1NEI8,PARN,PARN,PARN
4616,aquChr_transcript:ENSACCT00020018005_R0,GEMOMA_00006625-RA,P67962,CSNK1A1,CSNK1A1,CSNK1A1
4617,aquChr_transcript:ENSACCT00020018019_R0,GEMOMA_00015116-RA,P26932,CNN1,CNN1,CNN1
4618,aquChr_transcript:ENSACCT00020018020_R0,GEMOMA_00004841-RA,A0A1L1RMJ3,LRRC19,LRRC19,LRRC19
